Codigo;Fecha;CodMovim;Detalle;Letra;Id;Importe;Saldo;TipoMovim;TipoFPago;FechaVto;Operacion;CuentaContable;NroRenglonAsiento;EsPago;EsDocumento;Sucursal;DiasPromedio;PromedioReal;IDENTIFICADOR;NRO_INTERNO;ID_BIEN;TIPO_BIEN;TIPO_PLAN;TIPO_CUOTA;ANO_CUOTA;NRO_CUOTA;ESTADO_DEUDA;FECHA_ACTUALIZACION_DEUDA;NRO_OPERACION;Categoria;Nro_Dev;NRO_TALONARIO;FechaPago;NUMERO;NRO_RECIBO;NRO_EXPEDIENTE;CuentaContableAC;CuentaContableV;TablaLiq;NumeroPago;Dominio;ACTUALIZACION_COBRADO;NumeroPagoTmp;Observaciones;Ejercicio;FechaP;RecIntereses;MOF;LOF
0000075;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000013;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;001
0000056;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000060;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;011
0000004;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000004;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;006
0000005;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000005;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;008
0000008;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000009;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;005
0000010;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000011;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;005
0000011;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000012;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;009
0000014;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000015;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;003
0000015;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000016;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;002
0000028;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000029;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;013
0000029;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000030;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;002
0000036;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000039;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;015
0000038;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000041;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;006
0000046;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000049;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;002
0000048;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000051;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;005
0000052;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000055;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;006
0000052;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000056;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;007
0000055;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000059;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;003
0000057;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000061;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;008
0000062;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000066;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;005
0000060;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000064;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;003
0000063;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000068;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000
0000064;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000069;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000
0000074;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000080;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;007
0000075;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000081;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;005
0000075;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000082;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;006
0000116;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000085;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000
0000061;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000065;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;004
0000016;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000017;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;007
0000007;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000008;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;002
0000091;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000086;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;009
0000153;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000087;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;010
0000216;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000088;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;011
0000121;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000089;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;012
0000312;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000091;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;014
0000403;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000092;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;015
0000172;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000093;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;016
0000202;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000095;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;018
0000179;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;0,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000096;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;2025-07-01 00:00:00.000;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;327,67;NULL;NULL;NULL;NULL;NULL;NULL;019
0000152;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000098;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;021
0000344;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000099;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;022
0000159;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000100;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;023
0000239;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000101;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;024
0000404;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000102;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;025
0000110;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000103;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;026
0000078;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;0,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000104;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;2025-06-10 00:00:00.000;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;1104,11;NULL;NULL;NULL;NULL;NULL;NULL;027
0000327;2025-02-06 00:00:00;H;CATASTRO 25;NULL;NULL;6500,00;6500,00;FA;NULL;2025-03-17 00:00:00;NULL;    ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;000106;ININ;NULL;NULL;2025;001;NULL;2025-02-06 00:00:00.000;NULL;NULL;38;NULL;NULL;NULL;NULL;NULL;;4001;CATASTRO25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;029
