IdTrans;IDENTIFICADOR;Codigo;ID_AUTOMOTOR;TIPO_CATEGORIA_AUTOMOTOR;CIP;ANO_VALUACION;MODELO_AUTOMOTOR;NRO_MOTOR;NRO_CHASIS;CERTIFICADO_FABRICACION;NRO_ADUANA;MARCA_VEHICULO;DESCRIPCION_INDIVIDUAL;PESO_CILINDRADA;IMPORTADO;DOMINIO;VIM;TIPO_ALTA;VALOR_FACTURA;CARGA;SUBESCALA;Fecha;BASE_IMP_CALC;BASE_IMP_CALC2;BASE_IMPCALC2;BASE__IMPCALC2;LIQUIDA;ID_AUTOMOTORPGM;FechaAlta;EXENCION;Valuacion2023;Valuacion2024;FechaBaja
24394; ;0000089;000066; ;0051911;1964; ;21771; ; ; ;FORD F100 PICK-UP; ;NULL; ;XBW040; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;1971-01-27 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24395; ;0000087;000013; ;0470324;2014; ;LF163FML*B2188206*; ; ; ;GILERA YL200; ;NULL; ;061KPY; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2014-11-19 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24396; ;0000128;000075; ;13605274;2005; ;UNF299373; ; ; ;VOLKSWAGEN GOL 1.6; ;NULL; ;FAD780; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2005-06-24 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24397; ;0000111;000048; ;04405592;2005; ;178E80116540445; ; ; ;FIAT UNO FIRE 1242 MPI 8V; ;NULL; ;FCF573; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2005-09-30 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24398; ;0000127;000074; ;0306872;2014; ;1KD-A426559; ; ; ;TOYOTA HILUX 4X2 C/D SRV 3.0 TDI - B3; ;NULL; ;NUO058; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2014-03-31 00:00:00.000; ;0,00;0,00;2022-11-02 00:00:00.000
24399; ;0000112;000051; ;0306824;2007; ;1KD-7282139; ; ; ;TOYOTA HILUX 4X2 CABINA DOBLE SRV 3.0 TDI; ;NULL; ;GHB130; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2007-04-19 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24400; ;0000102;000034; ;0306841;2009; ;1KD-7687786; ; ; ;TOYOTA HILUX 4X2 CABINA DOBLE SRV 3.0 TDI C/CUERO; ;NULL; ;HSQ594; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2009-01-05 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24401; ;0000095;000023; ;0306824;2008; ;1KD-7620479; ; ; ;TOYOTA HILUX 4X2 CABINA DOBLE SRV 3.0 TDI; ;NULL; ;HPI928; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2008-10-08 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24402; ;0000086;000012; ;04481714;2011; ;178F40552146104; ; ; ;FIAT STRADA ADVENTURE 1.6; ;NULL; ;KLF303; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2011-09-30 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24403; ;0000044;000036; ;13605348;2011; ;CFZ083350; ; ; ;VOLKSWAGEN FOX 1.6; ;NULL; ;JVI919; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2011-03-30 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24404; ;0000110;000047; ;02404630;2014; ;2H0140805050; ; ; ;CHEVROLET CHEVROLET TRACKER FWD LTZ; ;NULL; ;OJN904; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2014-10-29 00:00:00.000; ;0,00;0,00;2021-04-07 00:00:00.000
24405; ;0000093;000021; ;03453EC;2003; ;UNF211353; ; ; ; ; ;NULL; ;EBI378; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2003-02-14 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24406; ;0000188;000085; ;03337SK;2008; ;D4FG728Q039043; ; ; ; ; ;NULL; ;GTR298; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-02-17 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24407; ;0000171;000086; ;0454665;2017; ;H050133; ; ; ;MOTOMEL C150 SII; ;NULL; ;A051PNK; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-02-26 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24408; ;0000100;000087; ;10210733;2018; ;QR25229472M; ; ; ;NISSAN X-TRAIL EXCLUSIVE CVT; ;NULL; ;AD180CB; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2021-03-03 00:00:00.000; ;0,00;0,00;2021-12-03 00:00:00.000
24409; ;0000124;000088; ;0030332;2021; ;AD163FML*M0000152*; ; ; ;GILERA SMX 200; ;NULL; ;A132ENT; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2021-03-22 00:00:00.000; ;0,00;0,00;2022-04-25 00:00:00.000
24410; ;0000115;000089; ;04208DL;2013; ;CSCM06056; ; ; ;CHEVROLET AGILE 5P LS SPIRIT 1.4; ;NULL; ;MZF186; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-04-23 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24411; ;0000209;000090; ;02402535;2010; ;T80004972; ; ; ;CHEVROLET CLASSIC 1.4 N LT; ;NULL; ;JHD281; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2021-05-12 00:00:00.000; ;0,00;0,00;2021-05-12 00:00:00.000
24412; ;0000110;000091; ;11282A40;2016; ;K4M2842Q076333; ; ; ;RENAULT DUSTER OROCH OUTSIDER 1.6; ;NULL; ;AA756OL; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-06-18 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24413; ;0000225;000092; ;0306824;2011; ;1KD5345396; ; ; ;TOYOTA HILUX 4X2 CABINA DOBLE SRV 3.0 TDI; ;NULL; ;KCN620; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-07-26 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24414; ;0000109;000093; ;04480787;2018; ;310A20113272590; ; ; ;FIAT STRADA WORKING 1.4 8V; ;NULL; ;AC903UQ; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2021-08-06 00:00:00.000; ;0,00;0,00;2023-10-04 00:00:00.000
24415; ;0000095;000094; ;00530429;1994; ;; ; ; ; ; ;NULL; ;TBB277; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;N; ;2021-08-25 00:00:00.000; ;0,00;0,00;2024-06-26 00:00:00.000
24416; ;0000254;000095; ;00021522;1975; ;34191210119091; ; ; ; ; ;NULL; ;RPN176; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-11-03 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24417; ;0000254;000096; ;277678;2013; ;RPA552047; ; ; ; ; ;NULL; ;MMR254; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-11-03 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24418; ;0000254;000097; ;0334GP01;2020; ;; ; ; ; ; ;NULL; ;AE155GQ; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-11-03 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24419; ;0000254;000098; ;0306835;2008; ;1KD-7405858; ; ; ;TOYOTA HILUX SW4 4X4 SRV 3.0 TDI A/T C/CUERO; ;NULL; ;GWW150; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-11-03 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24420; ;0000262;000099; ;03453LX;2009; ;CFZ 210182; ; ; ;VOLKSWAGEN SURAN 90B; ;NULL; ;IGC183; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2021-12-20 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24421; ;0000272;000100; ;02402621;2014; ;FB9001007; ; ; ;CHEVROLET COBALT 1.8 N LT; ;NULL; ;OKR868; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2022-01-26 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24422; ;0000124;000101; ;0478002;2022; ;MC20AEMGF00758; ; ; ;HERO XPULSE 200; ;NULL; ;A155HLP; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2022-04-13 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
24423; ;0000100;000102; ;049AC13;2022; ;YS23A260C081703; ; ; ;NISSAN FRONTIER PRO4X 4X4 AT 2.3 D CD; ;NULL; ;AF459WK; ; ;0,00;0,00; ;NULL;15000000,00;NULL;NULL;NULL;S; ;2022-08-05 00:00:00.000; ;0,00;0,00;2001-01-01 00:00:00.000
